word,clue
door,Word with chain or prize
moored,Docked
peons,Drones
imlate,"Words said while running out the door, maybe"
papacy,Office of the Vatican
boors,Gentlemen they're not
serapes,Clothing items with fringes
engines,They might backfire
imo,"""I think,"" in texts"
redid,Overhauled
appals,Consternates
being,"Extraterrestrial, e.g."
ushered,Led
emp,"Haile Selassie, e.g.: Abbr."
rifles,Magazine contents
sos,"Cousin of ""Mayday!"""
ene,Suffix with ethyl
techs,Some schools
sites,Links link them
sony,___ Pictures
testy,Likely to snap
recap,Brief summary
resides,Lives
ens,Nav. officer
irs,Apr. 15 payment recipient
beapal,"""Little help here"""
sided,Ending with blind or broad
elms,Shade providers
odor,Effluvium
loyal,Steadfast
deport,Kick out
sopor,Lethargy
rats,"""I hate it when that happens!"""
tres,"Very, in Vichy"
evokes,Brings up
weed,Pull up dandelions and crab grass
evas,Peron et al.
jaded,Spent
fred,N.F.L. receiver Biletnikoff
teeny,Miniscule
then,After that
her,"Any storm, once"
itry,Humblebragger's words
yaks,Shaggy beasts of 53-Across
remaps,Charts again
ops,Word with black or photo
arden,Cosmetician Elizabeth
zany,Off-the-wall
costars,Shares top billing
losses,Sports stats
foes,The other side
mays,Hitter of 660 career home runs
sis,Adolescent nickname
dory,Boat with oars
ahs,Responses to a masseur
idsay,Start of hazarding a guess
incan,Like an old empire of 24-Across
reagan,Washington airport name
keen,Eager
kansans,"Amelia Earhart and Mort Walker, e.g."
ways,House ___ and Means Committee
itor,Like ___ not
kops,Keystone ___
naiads,Fountain spirits
relleno,Stuffed chili pepper
oven,Turkey roaster
pads,Falsifies accounts
antler,Elk's weapon
shammed,Played possum
enero,Julio's opposite
tribes,Miami and others
emil,"""Man in Revolt"" author Brunner"
navy,School whose 1910 football team went undefeated and unscored upon
tress,Lock
ropes,"Basic knowledge, with ""the"""
malay,"___ Peninsula, area above Singapore"
cagy,Shrewd
thy,Quaker possessive
finks,Rats
addicts,They're hooked
inorout,"Choice for a dog, as well as a hint to this puzzle's theme"
tiers,Ziggurat features
detre,Raison ___
otitis,Ear inflammation
ever,"What's before after, at the end?"
deem,Judge
una,Spanish article
tips,Things worth waiting for?
pres,Near: Fr.
subtle,Far from obvious
musty,Hardly fresh
rated,Like movies and bonds
eno,Musician Brian
molts,Comes out of one's skin
linus,"""Peanuts"" thumb-sucker"
oneal,Magic star
stones,Mick's group
rear,Backside
unkind,Grinchlike
senecas,Native New Yorkers
sheiks,Some oil-rich people
airs,Highfalutin manner
dos,To-___
chums,Pals
amts,Recipe info: Abbr.
unapt,Not appropriate
inesse,Actually
orcs,Middle-earth menaces
zoned,"Like a lot, maybe"
may,When to celebrate Armed Forces Day
gal,Guy's date
biomes,"Wetlands and tundra, e.g."
ices,Summer coolers in tiny cups
alas,"""I am miserable"""
ser,"To be, in Buenos Aires"
edify,Enlighten
lapsed,Ran out
casings,Shells of shells
octets,Fair-sized musical groups
sadden,Turn blue?
casabas,Honeydew cousins
repine,Kvetch
ncos,Mil. members
icy,Hardly gregarious
edger,Gardener's gadget
savages,Attacks viciously
stapler,Need after collation
cots,Tent furniture
gins,Choices for Negroni cocktails
ideal,Perfect
dea,Justice Department div.
los,"___ Alamos, N.M."
noyes,Poet whose name consists of side-by-side opposites
cels,Disney Store collectibles
etal,Abbr. for unnamed co-conspirators?
messy,Hard to resolve
master,Get down
tires,Ones pumped up for a race?
red,Stop on it
deaf,Unable to hear
middie,"Navy student, informally"
oates,"""A Garden of Earthly Delights"" author"
emit,Spew
dexter,Right in the Forum
olds,"Parents and grandparents, in slang, with ""the"""
seeder,Farm machine
yews,Some evergreens
inns,Places to overnight
bbs,Air gun ammo
edames,"Famous ""Tonight Show"" tomahawk tosser"
fen,Bog
kitten,Baby rabbit
replete,Abounding
doses,"Dropperfuls, say"
dagger,Cloak's partner
mcs,"Roast hosts, for short"
uncase,Open to view
jets,"767s, e.g."
anis,Spanish liqueur
emme,One-named supermodel
wells,"""The Shape of Things to Come"" author"
oleary,Chicago Mrs.
bends,"Doesn't follow to the letter, as rules"
adds,States further
soggy,"Like cornflakes, after sitting for a while"
zees,Jazz combo?
spatial,Like some relationships
derm,Skin: Suffix
coded,"Having secret marks, maybe"
scammed,Taken to the cleaners
thy,Your alternative
emus,Outback runners
emote,Overplay
bytheby,Incidentally
macuser,Non-PC sort
eats,Diner sign
odor,"Foot problem, perhaps"
raids,Corporate operations
ini,Pasta suffix
mimis,Rogers and others
potted,Like some plants
alers,"A's, e.g."
issuers,Publishers
une,"""Les Mille et ___ Nuits"""
kites,Ones that are strung along?
repute,Standing
dentine,Tooth layer
rayed,Sent out beams
misc,Category for leftovers: Abbr.
domains,Realms
resods,Fixes bare spots
styes,Eye problems
wallis,Simpson who was Time's first Woman of the Year
remains,Stays behind
sullen,Ill-humored
des,Paris's Parc ___ Princes
spy,Foe of 1-Across in Mad magazine
brims,Fedora parts
his,___ Master's Voice
etas,Hellenic vowels
evaded,Got around
brays,Acts like an ass?
swans,Some trumpeters
reaps,"Swings a sickle, say"
ochs,Counterculture singer Phil
sky,Heavens
aural,Hearing-related
messes,Complicated situations
snows,Winter blankets?
arrs,Airport postings: Abbr.
toed,Pigeon-___
rests,They have bar signs
diets,Subjects of many New Year's resolutions
ids,Driver's lic. et al.
wager,Vegas transaction
eras,Ages
xsandos,Playbook figures
tween,"12-year-old, e.g."
ion,Charged particle
arguer,"Attorney in court, e.g."
ess,Double curve
stay,Command to Spot
aprils,Rainy times
utes,Salt Lake City team
bbs,Small balls
tossed,In the trash
ren,Half a cartoon duo
mass,Word with critical or Catholic
agas,Mideast leaders
icus,Crit. condition areas
eves,"Night times, in classifieds"
deism,Jefferson's religious belief
gaby,"Actress Hoffmann of ""Transparent"""
inked,Signed one's name to
emag,Webzine
reagan,President with an airport named after him
pets,"Shelter rescues, e.g."
ores,Rock groups?
solids,Side in eightball
fore,Golfer's shout
ipass,"""That's not for me"""
torus,Doughnut's shape
detects,Uncovers
unless,The Lorax's final word
reeves,"""The ___ Tale"" (one of ""The Canterbury Tales"")"
feeder,Bird seed holder
dewy,Moist
sous,Under: Fr.
reeves,Minor parish officers
wts,Lb. and kg.
hats,Bowlers and boaters
aahs,Circus cries
yesmen,Toadies
pepped,"Quickened, with ""up"""
undo,Excel command
asps,Egyptian lowlife?
eras,Timeline spans
alateen,Youth support group
seal,Circus barker?
onorder,Not in the store yet
kansas,Topeka's home
juris,"The ""J"" of J.D."
peanuts,"Comic strip originally called ""Li'l Folks"""
gagster,Joke writer
gents,Washroom sign
eels,They're caught in pots
pints,Half-and-half quantities
doyen,Senior fellow
erins,Gray and Moran
ely,"""Tarzan"" star Ron"
sniffs,Quick smells
acts,"""Romeo and Juliet"" has five of them"
toters,Bag handlers
rep,"Good name, informally"
posts,Puts on the bulletin board
raids,Midnight visits to the refrigerator
axing,Cutting out
itor,"""Like ___ not ..."""
cres,Mus. increase in volume
amiable,Friendly
gmos,"Golden rice and others, in brief"
emme,J.Lo's daughter with a palindromic name
inure,Accustom to hardship
rodeos,Barrel race venues
thor,Norse thunder god
sills,Grammy and Emmy-winning soprano
tarts,Baker's dozen?
ships,They're rigged
sisal,Kind of hemp
lites,Low-cal drinks
stared,Didn't merely peek
twas,Start of a Yuletide reading
emir,Kaffiyeh-clad commander
hires,"Brings on board, in a way"
panes,Glazier's stock
folly,Unreason
bonuses,Add-ons
esnes,Old laborers
rays,Sea creatures that are a homophone of 47-Across
emulate,Rival
eden,First place
ufos,"Subjects of some fuzzy photos, for short"
pansy,Violet variety
ible,Suffix with flex
phs,Measurements of 60-Acrosses
osheas,Irish-themed Vegas casino
erupts,Spews lava
roasted,Criticized but good
creased,Wrinkled
rvers,Many KOA patrons
ires,Makes see red
cons,Reasons to vote no
heralds,Signs of things to come
romer,Colorado Governor Roy
otis,R & B's ___ Day & the Knights
imf,World org. since the 1940's
hods,Bricklayers' equipment
holster,Hip hugger?
yos,Rockyesque interjections
lalaker,Pro athlete in purple and gold
aloss,"Perplexed, after ""at"""
tapas,"Patatas bravas, calamares and others"
ems,Ambulance letters
basal,Pertaining to the lowest possible level
delhi,Indian megacity of 28+ million
banal,Highly hackneyed
oiled,Like a smooth-running machine
oral,Exam format
ares,God of war
ten,Lacrosse squad
earns,Yields
els,Chicago carriers
bossy,Giving orders
lyrics,Lorenz Hart specialty
serums,Clinic supplies
shoal,Submerged ridge
tents,Refugee camp sights
nocuts,"""Hey, don't jump in front of me in the line!"""
eyed,Looked at
censed,Used a thurible
otter,Playful water animal
harvey,Play with an imaginary friend
rely,Trust
esker,Glacial ridge
elas,Old musical notes
amber,___ Alert (abduction bulletin)
peen,Striking end
tarps,Diamondpreservers?
headway,Progress
maas,"Peter who wrote ""The Valachi Papers"""
salons,Places of art
tps,"Pulls a yard prank on, briefly"
bas,Undergrad degs.
sped,Went flat-out
silts,River deposits
plenty,Quite a bit
knives,Butcher's stock
relic,Excavation find
iles,Specks in the Seine
city,Half of an E.P.A. mileage rating
bites,On-line jerks?
miss,Failure
caning,Singapore punishment
ossify,Become inflexible
anubis,Egyptian protector of tombs
asps,"""Raiders of the Lost Ark"" danger"
broken,Shattered
defense,Cabinet part
masks,Halloween disguises
nor,"""... ___ a lender be"""
imus,Radio host who often wears cowboy hats
lehrer,Satirist Tom
spray,Fine mist
alas,Cry after failing
ils,French pronoun
ides,?ôBeware the ___ ?à?ö
teen,"Bar mitzvah boy, barely"
twisted,"Injured, as an ankle"
ensue,Follow
dirty,On the take
stasis,Equilibrium
ogres,Scarers
smiley,"""I'm just kidding!"" indicator"
tps,"Pulls a certain prank on, informally"
arrival,Advent
bios,"Playbill section, informally"
rea,"Stephen of ""Citizen X"""
scurry,Rush
etes,Summers on the Riviera
incas,Ancient empire builders
ers,Trauma ctrs.
atlases,Country albums?
abed,Laid up
jed,One of the Beverly Hillbillies
anchor,Hold fast
evened,Made level
ailed,Had something the matter
inre,Concerning
onor,"Words before ""before"""
uno,Commercial cousin of crazy eights
emme,Noted plus-size model
vinny,1992 Joe Pesci title role
lends,Gives for a time
coven,Spelling group?
lolling,Lying about
allay,Quiet
dodos,"Dim bulbs, so to speak"
osay,Anthem opening
hied,Hightailed it
idly,Without much effort
library,Where many spines are visible
unto,Biblical preposition
seeker,Aspirant
ugly,Unfair?
abes,Beame and Burrows
day,What each set of circled letters spells
ion,It comes with a charge
mopped,"Disposed of, with ""up"""
types,Goes tap-tap-tap on a keyboard
otis,"""Miss ___ Regrets"""
idly,Casually
omen,"Eclipse, maybe, to primitive peoples"
beer,"""Cold one"""
worms,Fisherman's supply
enigma,Head-scratcher
rdas,Vitamin amts.
atlas,Book of maps
lacs,Superieur et Erie
sled,See 66-Across
reed,Clarinet or sax
deb,"Belle of the ball, for short"
intend,Mean
hqs,Command ctrs.
ales,Pub pints
reels,Film archive
osprey,U.S. military aircraft
pres,Corp. honcho
tidal,Kind of wave
ashen,Visibly scared
ream,Stationer's unit
deli,Carnegie ___ (famous eatery)
door,"Postern, e.g."
gates,Bill in Washington?
ewes,Some ovines
dabs,"Small amounts, as of cream"
reseeds,Changes the placement of in a tournament bracket
kts,Gold units: Abbr.
amor,Bow and arrow user
reset,Kind of button
ted,___ talk
narrows,Strait
ink,"Press, so to speak"
elias,Inventor Howe
ells,Building additions
dressy,Smart
emerson,The Sage of Concord
rinser,"Dishwasher, at times"
eros,Asteroid landed on in 2001
adorers,Ones loaded with Valentine's gifts
eros,"God who becomes a goddess when an ""r"" is removed"
hags,Fairy tale figures
phds,Nth degrees?
vespers,Evensong
laras,Newswoman Logan and others
oer,Anthem contraction
enc,Letter abbr.
redink,Failing business's woe
desk,Dorm room feature
tess,1979 Nastassia Kinski title role
exerts,"Wields, as influence"
pubs,Some trivia venues
access,Entry
pdas,"Some palmtops, for short"
ahs,Sounds at a fireworks display
isis,Goddess sister of Nephthys
assists,"Magic Johnson's 10,141"
mused,Was lost in thought
tying,"Evening up, as a score"
kos,Belts boxers don't want to receive?
bares,Exposes
avis,Dollar alternative
spoor,Animal track
paramus,"New Jersey setting of ""Coneheads"""
flos,Andy Capp's wife and others
bunts,Sacrifices may be made with these
deci,Prefix with liter
jen,"Aniston, in tabloids"
messrs,Salutation abbr.
ned,"___ Land, 1954 Kirk Douglas sci-fi role"
gayer,"More bright, as colors"
armor,Pieces of mail
rarer,"More enticing, to a philatelist"
stated,Said
seesaws,Goes up and down
saris,Delhi wraps
espied,Spotted
nemeses,Formidable opponents
cds,Stack at a music store
boohiss,Accompanier of a thrown tomato
baby,Diaper wearer
mies,Ludwig ___ van der Rohe
shoer,Stable worker
edames,"""My Cup Runneth Over"" singer"
apal,"""Be ___"""
paws,Things with nails sticking out
mts,Much of W.Va.
noor,Former queen of Jordan
agnus,"""___ Dei"""
slacken,Let up
denote,Mean
rices,Reduces to tiny bits
pms,Residents of London's 10 Downing St.
over,"""Roger, ___ and out!"""
semis,Highway haulers
arles,"Van Gogh's ""Bedroom in ___"""
mobius,___ strip
measles,It's spotted on kids
redo,Overhaul
ned,Songwriter Washington
percy,"Sledge who sang ""When a Man Loves a Woman"""
scully,"Mulder's ""X-Files"" partner"
retitle,Switch heads?
relax,"""Put your feet up"""
laos,Vientiane's land
ness,Boss for agents Youngfellow and Rossi
intr,Foreword: Abbr.
treaty,Bringer of peace
rest,Put one's legs up
certs,They make a mint
sickos,Twisted sorts
mrs,___ Fields
deny,Turn down
goes,Heads off
sass,Lip
sums,Tasks for calculators
realm,Domain
cats,Jazzmen
loy,Powell's detective film co-star
sees,Attends
mined,"Like enemy waters, maybe"
rends,Tears apart
papal,Kind of court or cross
listen,Informal conversation opener
eden,Onetime Hagman co-star
annoys,Gets to
inga,"""Roll in ze hay"" enthusiast in ""Young Frankenstein"""
neins,German refusals
ets,"""The X-Files"" extras, for short"
elis,Yale students
union,"Teamsters, e.g."
dense,None too bright
scopes,Darrow defended him
eros,Sexual love
artes,Comic Johnson and others
emo,Genre for Fall Out Boy
itsopen,"""Come on in!"""
voter,Ticket examiner
elvers,Baby wrigglers
deep,Esoteric
gal,Hoedown date
wen,Sebaceous cyst
rods,Fishing sticks
wrens,Small songbirds
sisal,Rough rug fiber
iffy,In doubt
streaks,Barely runs?
elmos,"""St. ___ Fire"" (Brat Pack film)"
eyeless,"Huxley's ""___ in Gaza"""
mars,Global Surveyor's destination
tasks,Errands
tooler,"Mechanic, say"
its,"""___ you!"""
has,Is down with
tray,Cafeteria carrier
seal,He jumps through hoops
onion,"Popular humor weekly, with ""The"""
rearer,Parent
eeny,"""___, meeny, miney, mo"""
abed,In the sack
glen,Vale
legs,Staying power
gurney,Patient mover
sharpen,Make a point of
mutters,Complains sotto voce
sys,Awacs component: Abbr.
dea,Narcs' org.
senses,Sanity
usurer,Shylock
dyed,Like Easter eggs
reeses,___ Pieces
ets,Sci-fi travelers
mymy,"""Land o' Goshen!"""
illpass,"""Challenge not accepted"""
nets,New Jersey team
itis,"""That so?"""
vidal,"""Myra Breckinridge"" author"
ammeter,Current measurer
edy,Big name in ice cream
